iter	Passed	Remaining
183	783	3472
184	786	3465
185	790	3457
186	793	3449
187	797	3442
188	800	3435
189	803	3426
190	807	3418
191	810	3410
192	813	3401
193	816	3393
194	820	3385
195	823	3376
196	826	3368
197	829	3360
198	832	3352
199	835	3343
200	839	3335
201	842	3328
202	845	3320
203	848	3312
204	852	3304
205	855	3297
206	858	3290
207	862	3282
208	865	3275
209	868	3267
210	871	3260
211	875	3253
212	878	3245
213	881	3239
214	885	3231
215	888	3224
216	891	3215
217	894	3207
218	897	3200
219	900	3193
220	904	3186
221	907	3181
222	911	3174
223	914	3168
224	917	3161
225	921	3154
226	924	3148
227	927	3140
228	930	3134
229	933	3125
230	936	3118
231	940	3112
232	943	3104
233	946	3098
234	949	3091
235	952	3084
236	956	3078
237	959	3070
238	962	3064
239	966	3059
240	969	3053
241	973	3047
242	976	3041
243	979	3035
244	983	3030
245	986	3024
246	990	3018
247	993	3013
248	997	3008
249	1000	3002
250	1004	2997
251	1007	2991
252	1010	2984
253	1014	2978
254	1017	2972
255	1020	2965
256	1024	2960
257	1027	2954
258	1030	2948
259	1033	2942
260	1037	2936
261	1040	2931
262	1043	2925
263	1047	2919
264	1050	2913
265	1054	2908
266	1057	2902
267	1060	2895
268	1063	2890
269	1066	2884
270	1070	2879
271	1073	2873
272	1076	2867
273	1080	2861
274	1083	2855
275	1086	2850
276	1089	2844
277	1093	2838
278	1096	2833
279	1099	2828
280	1103	2822
281	1106	2816
282	1109	2811
283	1112	2805
284	1116	2799
285	1119	2794
286	1122	2789
287	1125	2783
288	1129	2778
289	1132	2772
290	1135	2767
291	1138	2761
292	1142	2756
293	1145	2750
294	1148	2744
295	1151	2739
296	1154	2733
297	1158	2728
298	1161	2723
299	1165	2718
300	1168	2714
301	1172	2710
302	1176	2705
303	1179	2700
304	1182	2695
305	1186	2690
306	1189	2684
307	1192	2679
308	1195	2674
309	1198	2668
310	1203	2665
311	1206	2660
312	1210	2656
313	1213	2651
314	1217	2646
315	1220	2641
316	1223	2636
317	1226	2631
318	1230	2626
319	1233	2620
320	1236	2615
321	1239	2610
322	1243	2605
323	1246	2601
324	1250	2597
325	1254	2592
326	1257	2587
327	1260	2582
328	1263	2577
329	1267	2572
330	1270	2567
331	1273	2562
332	1276	2557
333	1280	2552
334	1283	2546
335	1286	2541
336	1289	2536
337	1292	2531
338	1296	2527
339	1299	2522
340	1302	2517
341	1306	2512
342	1309	2507
343	1312	2502
344	1315	2498
345	1318	2493
346	1322	2488
347	1325	2483
348	1328	2478
349	1331	2473
350	1335	2469
351	1338	2463
352	1341	2458
353	1344	2453
354	1347	2448
355	1351	2444
356	1354	2439
357	1357	2434
358	1360	2429
359	1363	2424
360	1367	2420
361	1371	2416
362	1374	2412
363	1378	2407
364	1381	2403
365	1384	2398
366	1388	2394
367	1391	2389
368	1394	2384
369	1397	2380
370	1401	2375
371	1404	2371
372	1408	2366
373	1411	2362
374	1414	2357
375	1417	2352
376	1420	2347
377	1424	2343
378	1427	2339
379	1431	2334
380	1434	2330
381	1437	2326
382	1441	2321
383	1444	2316
384	1447	2312
385	1450	2307
386	1454	2303
387	1457	2299
388	1460	2294
389	1464	2290
390	1467	2285
391	1470	2280
392	1473	2275
393	1476	2271
394	1479	2266
395	1483	2262
396	1486	2258
397	1490	2254
398	1493	2249
399	1496	2245
400	1500	2240
401	1503	2236
402	1506	2231
403	1509	2227
404	1513	2223
405	1516	2218
406	1519	2214
407	1523	2209
408	1526	2205
409	1529	2201
410	1532	2196
411	1536	2192
412	1539	2188
413	1542	2183
414	1545	2179
415	1549	2174
416	1552	2170
417	1555	2165
418	1559	2162
419	1562	2158
420	1566	2154
421	1569	2149
422	1572	2145
423	1576	2141
424	1579	2136
425	1582	2132
426	1585	2127
427	1589	2123
428	1592	2119
429	1595	2115
430	1599	2111
431	1602	2106
432	1605	2102
433	1609	2098
434	1612	2094
435	1615	2090
436	1619	2085
437	1622	2081
438	1625	2077
439	1629	2073
440	1632	2069
441	1635	2065
442	1639	2061
443	1642	2056
444	1645	2052
445	1648	2047
446	1651	2043
447	1655	2039
448	1658	2035
449	1661	2030
450	1664	2026
451	1668	2022
452	1671	2018
453	1674	2014
454	1678	2009
455	1681	2005
456	1684	2001
457	1687	1997
458	1691	1993
459	1694	1989
460	1697	1985
461	1700	1980
462	1704	1976
463	1707	1972
464	1710	1968
465	1713	1963
466	1717	1959
467	1720	1955
468	1723	1951
469	1726	1947
470	1730	1943
471	1734	1939
472	1737	1935
473	1740	1931
474	1744	1927
475	1747	1923
476	1750	1919
477	1753	1915
478	1756	1910
479	1760	1906
480	1763	1902
481	1766	1898
482	1769	1894
483	1772	1889
484	1775	1885
485	1779	1881
486	1782	1877
487	1785	1873
488	1788	1869
489	1791	1864
490	1795	1861
491	1798	1857
492	1801	1853
493	1805	1848
494	1808	1844
495	1811	1840
496	1814	1836
497	1818	1832
498	1821	1828
499	1824	1824
500	1827	1820
501	1831	1816
502	1834	1812
503	1837	1808
504	1840	1804
505	1844	1800
506	1847	1796
507	1850	1792
508	1854	1788
509	1857	1784
510	1860	1780
511	1863	1776
512	1867	1772
513	1870	1768
514	1873	1764
515	1876	1760
516	1880	1756
517	1883	1752
518	1886	1748
519	1890	1744
520	1893	1740
521	1896	1736
522	1899	1732
523	1903	1728
524	1906	1724
525	1909	1720
526	1912	1716
527	1915	1712
528	1919	1708
529	1922	1704
530	1925	1701
531	1929	1697
532	1932	1693
533	1936	1689
534	1939	1685
535	1942	1681
536	1945	1677
537	1949	1674
538	1952	1670
539	1956	1666
540	1959	1662
541	1962	1658
542	1965	1654
543	1968	1650
544	1972	1646
545	1975	1642
546	1978	1638
547	1982	1634
548	1985	1630
549	1988	1626
550	1991	1622
551	1994	1618
552	1997	1614
553	2001	1611
554	2004	1607
555	2007	1603
556	2011	1599
557	2014	1595
558	2017	1591
559	2020	1587
560	2024	1583
561	2027	1580
562	2030	1576
563	2033	1572
564	2036	1568
565	2040	1564
566	2043	1560
567	2046	1556
568	2050	1552
569	2053	1549
570	2056	1545
571	2060	1541
572	2063	1537
573	2066	1533
574	2069	1529
575	2073	1526
576	2076	1522
577	2079	1518
578	2083	1514
579	2086	1511
580	2090	1507
581	2093	1503
582	2097	1500
583	2100	1496
584	2104	1492
585	2107	1488
586	2110	1485
587	2114	1481
588	2117	1477
589	2120	1473
590	2124	1470
591	2127	1466
592	2131	1462
593	2134	1458
594	2137	1455
595	2141	1451
596	2144	1447
597	2147	1443
598	2150	1439
599	2153	1435
600	2157	1432
601	2160	1428
602	2164	1424
603	2167	1421
604	2170	1417
605	2173	1413
606	2177	1409
607	2180	1405
608	2183	1402
609	2187	1398
610	2190	1394
611	2193	1390
612	2197	1387
613	2200	1383
614	2203	1379
615	2206	1375
616	2209	1371
617	2213	1368
618	2217	1364
619	2220	1360
620	2223	1357
621	2226	1353
622	2230	1349
623	2233	1346
624	2237	1342
625	2240	1338
626	2243	1334
627	2246	1330
628	2250	1327
629	2253	1323
630	2256	1319
631	2260	1316
632	2263	1312
633	2267	1308
634	2270	1305
635	2273	1301
636	2277	1297
637	2280	1294
638	2283	1290
639	2287	1286
640	2290	1282
641	2294	1279
642	2297	1275
643	2299	1271
644	2303	1267
645	2306	1263
646	2309	1260
647	2312	1256
648	2316	1252
649	2319	1248
650	2322	1245
651	2326	1241
652	2329	1237
653	2332	1234
654	2336	1230
655	2339	1226
656	2343	1223
657	2347	1219
658	2350	1216
659	2353	1212
660	2357	1208
661	2360	1205
662	2363	1201
663	2366	1197
664	2370	1194
665	2373	1190
666	2376	1186
667	2380	1182
668	2383	1179
669	2387	1175
670	2390	1171
671	2393	1168
672	2396	1164
673	2400	1161
674	2403	1157
675	2407	1153
676	2410	1150
677	2413	1146
678	2417	1142
679	2420	1138
680	2423	1135
681	2426	1131
682	2429	1127
683	2433	1124
684	2436	1120
685	2439	1116
686	2442	1112
687	2446	1109
688	2449	1105
689	2452	1101
690	2455	1098
691	2458	1094
692	2462	1090
693	2465	1087
694	2468	1083
695	2472	1079
696	2476	1076
697	2479	1072
698	2482	1069
699	2486	1065
700	2489	1061
701	2492	1058
702	2496	1054
703	2499	1050
704	2502	1047
705	2506	1043
706	2509	1040
707	2512	1036
708	2516	1032
709	2519	1029
710	2522	1025
711	2526	1021
712	2529	1018
713	2532	1014
714	2536	1010
715	2539	1007
716	2543	1003
717	2546	1000
718	2549	996
719	2552	992
720	2556	989
721	2559	985
722	2562	981
723	2566	978
724	2569	974
725	2572	971
726	2576	967
727	2579	963
728	2582	960
729	2585	956
730	2589	952
731	2592	949
732	2596	945
733	2600	942
734	2603	938
735	2606	934
736	2609	931
737	2613	927
738	2616	924
739	2620	920
740	2623	916
741	2626	913
742	2630	909
743	2633	906
744	2636	902
745	2639	898
746	2642	895
747	2646	891
748	2649	887
749	2652	884
750	2656	880
751	2659	876
752	2662	873
753	2665	869
754	2669	866
755	2672	862
756	2675	859
757	2679	855
758	2682	851
759	2686	848
760	2689	844
761	2693	841
762	2697	837
763	2700	834
764	2704	830
765	2707	826
766	2714	824
767	2717	821
768	2721	817
769	2724	813
770	2727	810
771	2731	806
772	2734	803
773	2738	799
774	2741	795
775	2744	792
776	2748	788
777	2751	785
778	2754	781
779	2757	777
780	2761	774
781	2764	770
782	2767	766
783	2770	763
784	2773	759
785	2776	756
786	2780	752
787	2783	748
788	2786	745
789	2790	741
790	2793	738
791	2796	734
792	2800	730
793	2803	727
794	2806	723
795	2810	720
796	2813	716
797	2816	712
798	2819	709
799	2823	705
800	2826	702
801	2829	698
802	2833	695
803	2836	691
804	2839	687
805	2842	684
806	2846	680
807	2849	677
808	2852	673
809	2855	669
810	2859	666
811	2862	662
812	2865	659
813	2869	655
814	2872	652
815	2876	648
816	2879	644
817	2882	641
818	2885	637
819	2889	634
820	2892	630
821	2895	627
822	2899	623
823	2902	619
824	2905	616
825	2909	612
826	2912	609
827	2915	605
828	2918	602
829	2922	598
830	2925	594
831	2928	591
832	2931	587
833	2935	584
834	2938	580
835	2942	577
836	2945	573
837	2948	570
838	2951	566
839	2955	562
840	2958	559
841	2961	555
842	2964	552
843	2967	548
844	2971	545
845	2974	541
846	2978	537
847	2981	534
848	2984	530
849	2987	527
850	2990	523
851	2994	520
852	2997	516
853	3000	512
854	3003	509
855	3006	505
856	3009	502
857	3013	498
858	3016	495
859	3019	491
860	3022	488
861	3026	484
862	3029	480
863	3033	477
864	3036	473
865	3039	470
866	3043	466
867	3046	463
868	3049	459
869	3053	456
870	3056	452
871	3059	449
872	3062	445
873	3066	442
874	3069	438
875	3072	434
876	3075	431
877	3078	427
878	3082	424
879	3085	420
880	3088	417
881	3092	413
882	3095	410
883	3099	406
884	3102	403
885	3105	399
886	3108	396
887	3112	392
888	3115	389
889	3119	385
890	3122	382
891	3125	378
892	3129	374
893	3132	371
894	3135	367
895	3138	364
896	3141	360
897	3145	357
898	3148	353
899	3152	350
900	3155	346
901	3158	343
902	3161	339
903	3164	336
904	3168	332
905	3171	329
906	3174	325
907	3178	322
908	3182	318
909	3185	315
910	3189	311
911	3192	308
912	3196	304
913	3199	301
914	3202	297
915	3205	293
916	3209	290
917	3212	286
918	3215	283
919	3218	279
920	3222	276
921	3225	272
922	3228	269
923	3231	265
924	3235	262
925	3238	258
926	3242	255
927	3245	251
928	3249	248
929	3252	244
930	3255	241
931	3259	237
932	3262	234
933	3265	230
934	3268	227
935	3271	223
936	3275	220
937	3278	216
938	3281	213
939	3285	209
940	3288	206
941	3291	202
942	3294	199
943	3298	195
944	3301	192
945	3305	188
946	3308	185
947	3311	181
948	3315	178
949	3319	174
950	3322	171
951	3325	167
952	3328	164
953	3331	160
954	3335	157
955	3338	153
956	3341	150
957	3345	146
958	3348	143
959	3352	139
960	3355	136
961	3358	132
962	3362	129
963	3365	125
964	3368	122
965	3372	118
966	3375	115
967	3378	111
968	3382	108
969	3385	104
970	3388	101
971	3392	97
972	3396	94
973	3399	90
974	3403	87
975	3407	83
976	3410	80
977	3413	76
978	3417	73
979	3421	69
980	3424	66
981	3428	62
982	3432	59
983	3435	55
984	3439	52
985	3443	48
986	3446	45
987	3449	41
988	3453	38
989	3456	34
990	3459	31
991	3463	27
992	3466	24
993	3469	20
994	3472	17
995	3476	13
996	3479	10
997	3482	6
998	3485	3
999	3489	0
